Waktu,Kecerahan,Temperature,Latitude,Longtitude
838.192261086,17.1000003814697,27.2999992370605,-6.92738762,107.63588735
848.182643634,13.8000001907349,27.2999992370605,-6.92743192,107.63594777
858.170085193,14,27.2999992370605,-6.92748405,107.63603134
868.204193262,13.6999998092651,27.2999992370605,-6.92749532,107.63608732
878.197440341,16.2000007629395,27.2999992370605,-6.92754047,107.63610001
888.184500598,15.8999996185303,27.2999992370605,-6.92759648,107.63615961
898.174858459,15.8999996185303,27.2999992370605,-6.92763717,107.63618796
908.212544757,16.1000003814697,27.2999992370605,-6.92764348,107.63618502
918.20097892,14.1999998092651,27.2999992370605,-6.9276689,107.63619667
928.190350635,15.8999996185303,27.2999992370605,-6.92769104,107.63621812
938.183596256,13.5,27.2999992370605,-6.92771919,107.63622617
948.216733023,15.3000001907349,27.2999992370605,-6.92776837,107.63615997
