Waktu,Kecerahan,Temperature,Latitude,Longtitude
8.125297288,17.2999992370605,28.6000003814697,-6.92528381,107.6308336
18.113773846,17.2999992370605,28.2999992370605,-6.9253009,107.63091294
28.149226238,17.1000003814697,28.6000003814697,-6.92531656,107.63098462
38.139852797,14.8999996185303,28.2999992370605,-6.92533083,107.63106721
48.128929825,16.2000007629395,28.6000003814697,-6.92537221,107.63117558
58.120099769,16.6000003814697,28.6000003814697,-6.925378,107.631193
68.200259869,16.5,28.6000003814697,-6.92542186,107.63134024
78.152284657,16.7999992370605,28.6000003814697,-6.92542561,107.63142014
88.17721007,12.1999998092651,28.6000003814697,-6.9254564,107.63151406
98.124560743,17,28.2999992370605,-6.92543775,107.63151704
108.110925218,17.1000003814697,28.2999992370605,-6.92546819,107.63160062
118.148051985,15.5,28.2999992370605,-6.92546303,107.63161787
128.136385315,16.6000003814697,28.2999992370605,-6.92547195,107.63166199
138.128610155,15.1000003814697,28.2999992370605,-6.92549011,107.63170815
148.120432443,14.6000003814697,28.2999992370605,-6.92549594,107.63175716
158.195883376,9,28.2999992370605,-6.92549035,107.63178636
168.144176862,17.2999992370605,28,-6.92551788,107.63185421
178.132560556,16,28,-6.92553402,107.63189926
188.169836334,15.1000003814697,28,-6.92553619,107.63196956
198.203774194,14,28,-6.92558519,107.63201731
208.149705961,16,28,-6.92561208,107.63208609
218.139145281,16,28,-6.92561795,107.63215618
228.128392412,15.1999998092651,28,-6.92562299,107.63221501
238.164681835,16.3999996185303,28,-6.92563308,107.63227099
248.15266329,16.7999992370605,27.7000007629395,-6.92564086,107.63231323
258.143734588,13.5,27.7000007629395,-6.92564553,107.63235392
268.133022345,17,27.7000007629395,-6.92567394,107.63242288
278.212976195,10.1000003814697,27.7000007629395,-6.92572007,107.63249136
288.157441139,14.8000001907349,27.7000007629395,-6.92573421,107.63252213
298.23956051,15.5,27.7000007629395,-6.92575755,107.63256398
308.13741233,13.6000003814697,27.2999992370605,-6.92581285,107.63262418
318.217075399,13.3000001907349,27.7000007629395,-6.92582015,107.63266084
328.164421905,14.3999996185303,27.2999992370605,-6.92583273,107.63271403
338.152620183,12.1999998092651,27.7000007629395,-6.92584954,107.63276031
348.186458981,11.8000001907349,27.7000007629395,-6.92585837,107.63280765
358.134837675,12.6000003814697,27.7000007629395,-6.92587371,107.63285562
368.166441369,16.6000003814697,27.7000007629395,-6.92588644,107.63290229
378.159062511,13.1000003814697,27.7000007629395,-6.92589214,107.63294726
388.149150737,13,27.7000007629395,-6.92591579,107.6330067
398.13913641,14.3000001907349,27.2999992370605,-6.92603464,107.63315079
408.173591927,14.1000003814697,27.7000007629395,-6.92611312,107.63324435
418.164810465,16.7000007629395,27.2999992370605,-6.92616128,107.63330951
428.153506971,11.6000003814697,27.2999992370605,-6.92619948,107.63337336
438.141074572,13.6000003814697,27.7000007629395,-6.92623774,107.63343706
448.17644863,16.7999992370605,27.7000007629395,-6.92628775,107.63350106
458.25863972,15.6999998092651,27.2999992370605,-6.92632863,107.63356305
468.157961852,16.7999992370605,27.2999992370605,-6.92633275,107.63359941
478.237883671,16.8999996185303,27.2999992370605,-6.92636961,107.6336709
488.186738511,14,27.7000007629395,-6.92637598,107.63371659
498.173197726,14.6000003814697,27.2999992370605,-6.92640596,107.63377926
508.162239857,12.3000001907349,27.2999992370605,-6.9263872,107.6338234
518.196252406,11.8999996185303,27.2999992370605,-6.92644377,107.63392572
528.187725735,12.8000001907349,27.7000007629395,-6.92638162,107.63388944
538.176451461,14.8999996185303,27.2999992370605,-6.92643519,107.6339924
548.169256353,14.6999998092651,27.7000007629395,-6.92667807,107.63416545
558.16005114,15,27.2999992370605,-6.92672296,107.634258
568.284501918,14.8000001907349,27.2999992370605,-6.92674742,107.63432077
578.182930664,13.6999998092651,27.7000007629395,-6.92679128,107.63440076
588.171821806,14.1000003814697,27.7000007629395,-6.92683251,107.63448266
598.163979094,16.5,27.7000007629395,-6.92682483,107.63448567
608.153307111,16.5,27.7000007629395,-6.92678499,107.63451093
618.231696847,9.19999980926514,27.2999992370605,-6.92683055,107.63455337
628.17772127,11.5,27.2999992370605,-6.9268505,107.63461665
638.21296887,13.1000003814697,27.7000007629395,-6.92691708,107.63475076
648.155843867,17.3999996185303,27.2999992370605,-6.92691305,107.6347878
658.191499592,14.3000001907349,27.2999992370605,-6.92686936,107.63473055
668.181908286,17.3999996185303,27.2999992370605,-6.92689714,107.63476602
678.218156511,16.5,27.2999992370605,-6.9269486,107.63487732
688.161697289,15.6999998092651,27.2999992370605,-6.92700033,107.63499026
698.197241347,17,27.2999992370605,-6.92705206,107.63510541
708.231716969,17.2000007629395,27.2999992370605,-6.92711355,107.63518532
718.176716444,14.6000003814697,27.2999992370605,-6.92712686,107.63523075
728.213863107,13.6999998092651,27.2999992370605,-6.9271407,107.63529572
738.201080603,17,27.2999992370605,-6.92717428,107.63535392
748.191993516,16.5,27.2999992370605,-6.92720531,107.63543888
758.182299866,13.3999996185303,27.2999992370605,-6.92724393,107.63550864
768.1711033,17.2000007629395,27.2999992370605,-6.92727932,107.63553718
778.204739234,16.7000007629395,27.2999992370605,-6.92729411,107.63558881
788.196250584,16.7000007629395,27.2999992370605,-6.92732822,107.63565734
798.188295216,16.7999992370605,27.2999992370605,-6.9273599,107.63570426
808.177387972,15.8999996185303,27.2999992370605,-6.92738319,107.63576436
818.25632526,15.5,27.2999992370605,-6.92740941,107.63581167
828.200104006,15.1000003814697,27.2999992370605,-6.92743853,107.63588909
